month,region,rainfall_mm,temperature_c,customer_group,shop_type,product_category,product_name,unit_price_tzs,units_sold,demand_level
7,Zanzibar,35.5,24.65,general,retail_shop,Phone accessories,Smartphone,592,19,Low
10,Kilimanjaro,51.7,23.9,general,retail_shop,Phone accessories,Smartwatch,1769,13,Low
1,Dar es Salaam,191.9,27.62,youth,market_stall,Sports goods,Treadmill,4041,23,High
1,Arusha,168.8,20.99,general,retail_shop,Household items,Lamp,4185,19,Low
7,Mwanza,52.2,22.75,worker,retail_shop,Household items,Wall Art,3241,15,Low
1,Mwanza,136.25,21.97,worker,market_stall,Sports goods,Yoga Mat,2024,16,Low
4,Zanzibar,499.3,26.05,youth,market_stall,Sports goods,Dumbbells,212,24,High
1,Zanzibar,201.3,27.76,youth,retail_shop,Personal care,Foundation,4583,21,High
10,Kilimanjaro,51.7,23.9,youth,retail_shop,Personal care,Foundation,896,19,High
7,Arusha,19.5,17.72,youth,market_stall,Clothing,Shoes,1570,16,High
7,Dar es Salaam,20.9,24.91,general,retail_shop,Personal care,Foundation,2110,17,Low
10,Dar es Salaam,82.3,25.97,worker,market_stall,Sports goods,Yoga Mat,2620,24,High
4,Arusha,185.1,20.07,youth,small_shop,Stationery,Fiction,1105,16,Low
7,Zanzibar,35.5,24.65,general,small_shop,Stationery,Comics,1711,16,High
10,Mwanza,152.75,22.48,youth,small_shop,Stationery,Fiction,3058,17,Low
7,Zanzibar,35.5,24.65,general,retail_shop,Household items,Wall Art,411,26,High
4,Arusha,185.1,20.07,general,retail_shop,Household items,Lamp,2697,12,High
4,Mwanza,222.6,22.37,general,retail_shop,Personal care,Foundation,4488,24,High
7,Arusha,19.5,17.72,worker,market_stall,Sports goods,Resistance Bands,2576,16,High
7,Kilimanjaro,1.9,20.71,general,retail_shop,Personal care,Foundation,2996,22,High
7,Zanzibar,35.5,24.65,general,market_stall,Clothing,Jeans,424,23,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Laptop,3838,16,High
10,Arusha,56.8,21.36,general,market_stall,Clothing,Shoes,2604,11,Low
1,Arusha,168.8,20.99,youth,retail_shop,Household items,Wall Art,4676,15,High
4,Mwanza,222.6,22.37,youth,market_stall,Clothing,Shoes,895,20,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Resistance Bands,176,25,High
10,Mwanza,152.75,22.48,youth,market_stall,Sports goods,Yoga Mat,1754,26,High
1,Dar es Salaam,191.9,27.62,general,market_stall,Clothing,Jacket,442,14,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Comics,3578,23,Low
7,Mwanza,52.2,22.75,worker,small_shop,Stationery,Non-fiction,1849,15,Low
7,Zanzibar,35.5,24.65,general,retail_shop,Personal care,Perfume,2606,13,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Yoga Mat,2792,21,High
1,Dar es Salaam,191.9,27.62,worker,market_stall,Sports goods,Treadmill,1121,15,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Household items,Cushions,3872,20,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Household items,Cushions,4527,12,High
10,Arusha,56.8,21.36,general,retail_shop,Personal care,Lipstick,1257,11,Low
1,Zanzibar,201.3,27.76,general,market_stall,Clothing,Jacket,910,20,Low
10,Dar es Salaam,82.3,25.97,general,small_shop,Stationery,Biography,1593,28,High
4,Kilimanjaro,205.1,22.21,worker,small_shop,Stationery,Fiction,1907,14,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Phone accessories,Smartphone,259,12,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Phone accessories,Headphones,3864,18,Low
10,Arusha,56.8,21.36,youth,market_stall,Clothing,Shoes,2395,16,High
1,Arusha,168.8,20.99,general,retail_shop,Household items,Wall Art,577,26,High
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Cushions,3093,19,High
1,Kilimanjaro,43.6,24.46,worker,market_stall,Clothing,Shoes,3091,23,High
10,Kilimanjaro,51.7,23.9,general,market_stall,Sports goods,Resistance Bands,511,6,Low
4,Mwanza,222.6,22.37,youth,small_shop,Stationery,Non-fiction,2849,17,High
4,Mwanza,222.6,22.37,worker,retail_shop,Phone accessories,Smartwatch,4645,17,High
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,Shoes,877,18,Low
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Comics,3845,6,Low
10,Dar es Salaam,82.3,25.97,general,retail_shop,Personal care,Lipstick,1983,19,High
7,Dar es Salaam,20.9,24.91,general,retail_shop,Household items,Wall Art,1403,27,High
10,Zanzibar,83.5,26.64,youth,market_stall,Clothing,Jacket,2692,24,High
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Resistance Bands,4547,14,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Foundation,4157,18,High
7,Arusha,19.5,17.72,general,small_shop,Stationery,Comics,3947,14,Low
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Curtains,3256,11,Low
4,Kilimanjaro,205.1,22.21,worker,market_stall,Sports goods,Yoga Mat,4382,22,High
1,Zanzibar,201.3,27.76,youth,retail_shop,Household items,Cushions,1882,12,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Perfume,3509,16,High
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Biography,3232,13,Low
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Fiction,1224,25,High
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Headphones,2984,22,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Sports goods,Resistance Bands,4382,24,High
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Cushions,490,19,High
4,Mwanza,222.6,22.37,youth,small_shop,Stationery,Comics,2526,16,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Clothing,Jacket,1875,27,High
10,Arusha,56.8,21.36,general,market_stall,Clothing,Jacket,1323,25,High
4,Kilimanjaro,205.1,22.21,general,market_stall,Clothing,T-shirt,4053,22,High
4,Kilimanjaro,205.1,22.21,general,retail_shop,Personal care,Moisturizer,175,8,Low
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Headphones,4233,12,Low
4,Arusha,185.1,20.07,worker,retail_shop,Phone accessories,Headphones,1955,26,High
4,Mwanza,222.6,22.37,youth,market_stall,Clothing,Shoes,2690,19,Low
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,T-shirt,1302,11,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Shoes,3706,16,Low
1,Arusha,168.8,20.99,worker,market_stall,Clothing,Shoes,2193,23,High
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Headphones,2380,23,High
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Phone accessories,Headphones,2249,21,Low
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Yoga Mat,1057,21,High
1,Mwanza,136.25,21.97,worker,market_stall,Sports goods,Yoga Mat,2065,19,Low
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,Jeans,2603,23,Low
7,Mwanza,52.2,22.75,general,market_stall,Clothing,Jeans,979,12,Low
7,Dar es Salaam,20.9,24.91,worker,market_stall,Clothing,Jacket,2101,17,High
7,Mwanza,52.2,22.75,worker,small_shop,Stationery,Non-fiction,2995,23,Low
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Moisturizer,396,17,High
10,Kilimanjaro,51.7,23.9,general,retail_shop,Household items,Wall Art,967,18,High
7,Arusha,19.5,17.72,worker,retail_shop,Household items,Cushions,1952,13,High
10,Mwanza,152.75,22.48,general,retail_shop,Personal care,Perfume,557,18,Low
1,Kilimanjaro,43.6,24.46,general,market_stall,Sports goods,Treadmill,3611,11,Low
4,Mwanza,222.6,22.37,general,market_stall,Clothing,Jeans,724,11,High
4,Mwanza,222.6,22.37,general,retail_shop,Phone accessories,Smartphone,3775,16,Low
4,Zanzibar,499.3,26.05,general,retail_shop,Household items,Cushions,1651,22,Low
7,Zanzibar,35.5,24.65,worker,retail_shop,Personal care,Lipstick,4222,13,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Smartwatch,4543,12,Low
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Biography,1868,22,Low
7,Zanzibar,35.5,24.65,youth,market_stall,Clothing,T-shirt,3073,23,High
7,Kilimanjaro,1.9,20.71,general,market_stall,Sports goods,Dumbbells,4078,15,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Phone accessories,Smartwatch,3932,15,Low
10,Mwanza,152.75,22.48,general,retail_shop,Household items,Curtains,2646,15,High
4,Mwanza,222.6,22.37,general,retail_shop,Household items,Lamp,2925,18,Low
7,Dar es Salaam,20.9,24.91,general,retail_shop,Household items,Lamp,4939,16,High
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Household items,Curtains,937,11,Low
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Biography,1937,17,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Household items,Curtains,3263,25,High
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Household items,Cushions,2549,30,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,T-shirt,3156,10,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Personal care,Lipstick,3201,16,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Biography,3752,18,High
4,Zanzibar,499.3,26.05,general,retail_shop,Household items,Cushions,4130,18,Low
10,Dar es Salaam,82.3,25.97,general,retail_shop,Personal care,Lipstick,1741,29,High
7,Arusha,19.5,17.72,youth,retail_shop,Household items,Curtains,544,19,High
10,Zanzibar,83.5,26.64,general,market_stall,Clothing,T-shirt,3114,17,Low
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Headphones,4831,14,Low
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Personal care,Foundation,2895,18,High
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Lamp,1105,16,Low
7,Zanzibar,35.5,24.65,youth,market_stall,Sports goods,Dumbbells,2575,17,Low
4,Arusha,185.1,20.07,worker,market_stall,Clothing,T-shirt,3503,11,Low
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Wall Art,4008,18,Low
4,Dar es Salaam,522.0,25.6,general,market_stall,Clothing,T-shirt,2811,22,High
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Comics,792,15,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Non-fiction,2667,23,High
1,Mwanza,136.25,21.97,general,retail_shop,Personal care,Perfume,4898,12,Low
1,Dar es Salaam,191.9,27.62,general,retail_shop,Household items,Curtains,327,11,Low
7,Dar es Salaam,20.9,24.91,youth,small_shop,Stationery,Fiction,2717,13,Low
1,Mwanza,136.25,21.97,general,retail_shop,Household items,Lamp,2909,13,High
10,Zanzibar,83.5,26.64,general,retail_shop,Phone accessories,Headphones,2927,17,Low
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Non-fiction,2291,19,High
10,Kilimanjaro,51.7,23.9,worker,retail_shop,Household items,Lamp,4326,18,Low
7,Arusha,19.5,17.72,general,market_stall,Clothing,T-shirt,3380,21,Low
1,Kilimanjaro,43.6,24.46,youth,market_stall,Sports goods,Resistance Bands,1529,23,High
4,Kilimanjaro,205.1,22.21,youth,market_stall,Sports goods,Yoga Mat,4852,26,High
10,Kilimanjaro,51.7,23.9,general,market_stall,Sports goods,Treadmill,1508,16,Low
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Biography,3181,9,Low
1,Mwanza,136.25,21.97,worker,retail_shop,Phone accessories,Smartphone,449,7,Low
10,Arusha,56.8,21.36,worker,retail_shop,Household items,Cushions,1532,8,Low
1,Kilimanjaro,43.6,24.46,general,small_shop,Stationery,Biography,1802,23,High
7,Mwanza,52.2,22.75,general,retail_shop,Household items,Curtains,1126,25,High
10,Arusha,56.8,21.36,worker,retail_shop,Household items,Cushions,4788,21,High
7,Mwanza,52.2,22.75,youth,small_shop,Stationery,Comics,3577,12,Low
7,Dar es Salaam,20.9,24.91,worker,small_shop,Stationery,Fiction,853,13,Low
10,Arusha,56.8,21.36,worker,retail_shop,Household items,Curtains,3964,10,Low
1,Kilimanjaro,43.6,24.46,general,retail_shop,Household items,Lamp,2049,26,High
7,Dar es Salaam,20.9,24.91,worker,market_stall,Clothing,Shoes,1065,17,High
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Comics,3074,17,High
4,Mwanza,222.6,22.37,general,retail_shop,Household items,Cushions,4007,9,Low
7,Kilimanjaro,1.9,20.71,general,retail_shop,Household items,Wall Art,671,23,High
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Personal care,Foundation,4159,8,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Clothing,Shoes,4667,18,Low
4,Mwanza,222.6,22.37,general,retail_shop,Household items,Wall Art,1674,13,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Personal care,Foundation,1166,19,High
4,Arusha,185.1,20.07,worker,market_stall,Sports goods,Dumbbells,4598,20,High
10,Zanzibar,83.5,26.64,youth,retail_shop,Personal care,Foundation,2055,17,High
10,Arusha,56.8,21.36,worker,retail_shop,Personal care,Moisturizer,2080,22,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Headphones,3318,19,High
1,Kilimanjaro,43.6,24.46,general,retail_shop,Phone accessories,Headphones,4604,19,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Phone accessories,Smartwatch,3199,17,High
10,Mwanza,152.75,22.48,worker,small_shop,Stationery,Biography,2334,23,High
7,Mwanza,52.2,22.75,general,small_shop,Stationery,Non-fiction,1011,17,High
10,Mwanza,152.75,22.48,worker,retail_shop,Household items,Wall Art,1730,20,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Headphones,1440,16,Low
4,Arusha,185.1,20.07,general,retail_shop,Phone accessories,Smartphone,4159,18,High
10,Kilimanjaro,51.7,23.9,youth,market_stall,Clothing,Jeans,3135,10,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Personal care,Foundation,626,12,Low
7,Arusha,19.5,17.72,worker,market_stall,Clothing,Jacket,4879,21,High
7,Kilimanjaro,1.9,20.71,worker,retail_shop,Personal care,Lipstick,1408,24,High
10,Mwanza,152.75,22.48,worker,market_stall,Sports goods,Resistance Bands,889,15,Low
4,Kilimanjaro,205.1,22.21,general,small_shop,Stationery,Non-fiction,1026,12,High
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Headphones,2549,6,Low
4,Arusha,185.1,20.07,general,market_stall,Clothing,Jeans,2948,18,High
1,Arusha,168.8,20.99,general,retail_shop,Phone accessories,Laptop,3758,15,Low
1,Zanzibar,201.3,27.76,worker,market_stall,Sports goods,Yoga Mat,4496,9,Low
1,Dar es Salaam,191.9,27.62,general,small_shop,Stationery,Fiction,345,27,High
7,Mwanza,52.2,22.75,general,retail_shop,Phone accessories,Headphones,1251,18,Low
4,Mwanza,222.6,22.37,worker,market_stall,Clothing,Shoes,3945,20,High
7,Dar es Salaam,20.9,24.91,general,small_shop,Stationery,Non-fiction,1676,17,Low
10,Arusha,56.8,21.36,general,small_shop,Stationery,Biography,2673,19,Low
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Perfume,2702,8,Low
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Non-fiction,3061,22,High
10,Dar es Salaam,82.3,25.97,worker,market_stall,Clothing,Jeans,2912,22,High
10,Zanzibar,83.5,26.64,worker,retail_shop,Household items,Curtains,1094,15,Low
1,Kilimanjaro,43.6,24.46,worker,retail_shop,Phone accessories,Smartphone,755,13,High
4,Kilimanjaro,205.1,22.21,worker,small_shop,Stationery,Fiction,2662,15,High
7,Dar es Salaam,20.9,24.91,general,retail_shop,Phone accessories,Headphones,2064,18,High
7,Zanzibar,35.5,24.65,youth,retail_shop,Phone accessories,Headphones,2171,14,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Household items,Lamp,1830,10,Low
4,Dar es Salaam,522.0,25.6,general,retail_shop,Household items,Curtains,2302,22,Low
10,Mwanza,152.75,22.48,youth,retail_shop,Phone accessories,Smartwatch,3921,17,Low
1,Arusha,168.8,20.99,general,market_stall,Sports goods,Dumbbells,3995,13,High
7,Mwanza,52.2,22.75,general,retail_shop,Household items,Lamp,1911,11,Low
1,Kilimanjaro,43.6,24.46,general,market_stall,Sports goods,Yoga Mat,1909,14,High
1,Mwanza,136.25,21.97,worker,retail_shop,Personal care,Foundation,1172,24,High
4,Kilimanjaro,205.1,22.21,youth,small_shop,Stationery,Non-fiction,4424,5,Low
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Comics,330,19,Low
1,Zanzibar,201.3,27.76,general,small_shop,Stationery,Fiction,2819,13,Low
10,Mwanza,152.75,22.48,general,small_shop,Stationery,Biography,1335,22,High
10,Kilimanjaro,51.7,23.9,worker,market_stall,Clothing,Jeans,3263,14,High
7,Arusha,19.5,17.72,youth,market_stall,Sports goods,Dumbbells,4479,17,High
10,Kilimanjaro,51.7,23.9,youth,market_stall,Clothing,Jacket,1687,16,High
4,Arusha,185.1,20.07,general,retail_shop,Personal care,Perfume,3706,22,High
1,Kilimanjaro,43.6,24.46,general,market_stall,Clothing,T-shirt,4826,14,Low
10,Zanzibar,83.5,26.64,youth,retail_shop,Household items,Lamp,2562,22,Low
1,Arusha,168.8,20.99,general,market_stall,Clothing,Jacket,3496,23,High
7,Mwanza,52.2,22.75,worker,market_stall,Sports goods,Resistance Bands,1474,15,High
1,Arusha,168.8,20.99,worker,small_shop,Stationery,Biography,4035,14,High
1,Arusha,168.8,20.99,youth,retail_shop,Personal care,Foundation,2868,17,High
7,Dar es Salaam,20.9,24.91,youth,retail_shop,Phone accessories,Headphones,1985,8,Low
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Non-fiction,2899,12,Low
10,Arusha,56.8,21.36,youth,small_shop,Stationery,Fiction,1016,25,High
10,Zanzibar,83.5,26.64,worker,market_stall,Sports goods,Resistance Bands,4866,7,Low
10,Arusha,56.8,21.36,youth,retail_shop,Household items,Wall Art,2875,13,Low
10,Arusha,56.8,21.36,general,retail_shop,Personal care,Foundation,1434,19,High
1,Zanzibar,201.3,27.76,worker,market_stall,Clothing,T-shirt,1453,20,High
4,Mwanza,222.6,22.37,worker,market_stall,Clothing,Shoes,3461,14,Low
7,Zanzibar,35.5,24.65,worker,small_shop,Stationery,Fiction,4149,17,Low
7,Dar es Salaam,20.9,24.91,worker,retail_shop,Phone accessories,Smartwatch,4688,29,High
1,Dar es Salaam,191.9,27.62,general,market_stall,Sports goods,Yoga Mat,4498,22,High
10,Mwanza,152.75,22.48,youth,retail_shop,Household items,Cushions,3193,20,Low
10,Arusha,56.8,21.36,worker,retail_shop,Phone accessories,Laptop,1332,23,Low
1,Mwanza,136.25,21.97,youth,retail_shop,Phone accessories,Smartwatch,3769,11,Low
7,Mwanza,52.2,22.75,youth,retail_shop,Personal care,Moisturizer,903,21,High
4,Zanzibar,499.3,26.05,general,market_stall,Clothing,Jacket,1647,11,Low
7,Kilimanjaro,1.9,20.71,youth,retail_shop,Household items,Curtains,3872,15,Low
4,Mwanza,222.6,22.37,worker,small_shop,Stationery,Fiction,758,18,Low
7,Kilimanjaro,1.9,20.71,general,market_stall,Sports goods,Treadmill,2356,16,High
1,Arusha,168.8,20.99,youth,retail_shop,Household items,Lamp,1585,12,Low
4,Arusha,185.1,20.07,youth,retail_shop,Phone accessories,Smartphone,3657,13,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Household items,Lamp,4868,16,High
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Resistance Bands,3912,16,High
4,Dar es Salaam,522.0,25.6,worker,retail_shop,Personal care,Foundation,637,17,Low
4,Mwanza,222.6,22.37,youth,retail_shop,Household items,Curtains,2360,12,Low
10,Dar es Salaam,82.3,25.97,worker,retail_shop,Personal care,Foundation,2956,16,Low
1,Kilimanjaro,43.6,24.46,worker,market_stall,Sports goods,Yoga Mat,521,25,Low
1,Zanzibar,201.3,27.76,general,retail_shop,Household items,Wall Art,981,22,High
7,Mwanza,52.2,22.75,general,retail_shop,Personal care,Perfume,1380,12,Low
10,Zanzibar,83.5,26.64,youth,small_shop,Stationery,Fiction,2610,8,Low
1,Arusha,168.8,20.99,worker,retail_shop,Phone accessories,Smartwatch,3965,14,High
4,Mwanza,222.6,22.37,general,retail_shop,Personal care,Foundation,4250,5,Low
4,Dar es Salaam,522.0,25.6,youth,market_stall,Clothing,Jeans,2382,16,Low
1,Arusha,168.8,20.99,worker,market_stall,Sports goods,Yoga Mat,4042,26,High
10,Dar es Salaam,82.3,25.97,general,market_stall,Sports goods,Yoga Mat,3841,19,Low
4,Kilimanjaro,205.1,22.21,youth,retail_shop,Phone accessories,Laptop,285,15,High
1,Mwanza,136.25,21.97,worker,retail_shop,Household items,Cushions,4677,22,High
4,Zanzibar,499.3,26.05,general,small_shop,Stationery,Fiction,4347,17,Low
1,Zanzibar,201.3,27.76,worker,retail_shop,Household items,Cushions,3989,12,Low
1,Mwanza,136.25,21.97,youth,small_shop,Stationery,Biography,4032,18,High
4,Kilimanjaro,205.1,22.21,worker,market_stall,Sports goods,Dumbbells,288,14,Low
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Foundation,539,24,Low
1,Kilimanjaro,43.6,24.46,youth,retail_shop,Household items,Cushions,2121,16,Low
4,Dar es Salaam,522.0,25.6,youth,retail_shop,Personal care,Foundation,572,23,High
4,Arusha,185.1,20.07,worker,retail_shop,Personal care,Moisturizer,302,22,High
10,Mwanza,152.75,22.48,youth,retail_shop,Personal care,Lipstick,3038,30,High
10,Kilimanjaro,51.7,23.9,worker,market_stall,Sports goods,Dumbbells,3709,21,High
1,Dar es Salaam,191.9,27.62,general,retail_shop,Personal care,Moisturizer,3903,16,Low
10,Dar es Salaam,82.3,25.97,youth,retail_shop,Phone accessories,Headphones,360,23,Low
10,Dar es Salaam,82.3,25.97,worker,small_shop,Stationery,Comics,279,21,Low
1,Kilimanjaro,43.6,24.46,youth,small_shop,Stationery,Non-fiction,4541,15,High
4,Zanzibar,499.3,26.05,worker,retail_shop,Household items,Cushions,3189,22,Low
1,Zanzibar,201.3,27.76,general,market_stall,Clothing,Shoes,1580,16,High
4,Dar es Salaam,522.0,25.6,youth,market_stall,Clothing,Jacket,4084,11,Low
1,Arusha,168.8,20.99,worker,small_shop,Stationery,Non-fiction,1411,11,Low
10,Zanzibar,83.5,26.64,general,retail_shop,Phone accessories,Laptop,4292,13,High
